treat,age,edu,black,hispanic,married,nodegree,re75,re78,sample
0,20,14,0,0,0,0,4593.968,6451.754,cps-1
0,21,14,0,0,0,0,1530.726,17041.14,cps-1
0,45,12,0,0,1,0,25243.55,25298.68,cps-1
0,33,15,0,0,1,0,25243.55,25564.67,cps-1
0,30,13,0,0,1,0,25243.55,25564.67,cps-1
0,37,16,0,1,0,0,0,97.52995,cps-1
0,24,16,0,0,1,0,15862.26,25564.67,cps-1
0,39,12,0,0,1,0,19510.94,25381.43,cps-1
0,55,12,0,0,1,0,18798.39,13179.84,cps-1
0,18,10,0,0,0,1,510.2419,8111.241,cps-1
0,38,12,0,0,1,0,25243.55,25564.67,cps-1
0,40,12,0,0,1,0,25243.55,25564.67,cps-1
0,55,12,0,0,1,0,15153.29,4632.673,cps-1
0,18,12,0,0,0,0,2535.097,3116.525,cps-1
0,47,10,0,0,1,1,25243.55,8191.038,cps-1
0,31,18,0,0,1,0,25243.55,25564.67,cps-1
0,35,16,0,0,1,0,25243.55,0,cps-1
0,30,16,0,0,1,0,25243.55,25564.67,cps-1
0,25,16,0,0,1,0,19729.35,25564.67,cps-1
0,32,15,0,0,1,0,17187.1,6905.416,cps-1
0,29,12,0,0,1,0,15343.06,25041.55,cps-1
0,21,14,0,0,0,0,2871.677,24899.69,cps-1
0,18,12,0,0,0,0,2456.323,22245.7,cps-1
0,40,14,0,0,1,0,25243.55,25564.67,cps-1
0,36,17,0,0,1,0,25243.55,25564.67,cps-1
0,55,12,0,0,1,0,20889.48,15307.77,cps-1
0,16,10,0,0,0,1,5122.113,11032.71,cps-1
0,46,12,0,0,1,0,0,0,cps-1
0,48,10,0,0,0,1,12378.29,1983.109,cps-1
0,45,11,0,0,1,1,25243.55,0,cps-1
0,38,11,0,0,1,1,23224.06,24212.55,cps-1
0,25,12,0,0,1,0,11185.94,13472.43,cps-1
0,38,12,0,0,1,0,24940.98,25378.48,cps-1
0,30,12,0,0,1,0,13432.79,25564.67,cps-1
0,35,12,0,0,1,0,17267.66,25564.67,cps-1
0,16,10,0,0,0,1,2449.161,1108.295,cps-1
0,33,14,0,0,0,0,20304.05,25564.67,cps-1
0,26,13,0,0,0,0,10271.08,22208.75,cps-1
0,23,12,0,0,0,0,12347.85,20555.18,cps-1
0,45,16,0,0,1,0,25243.55,25564.67,cps-1
0,18,11,0,0,0,1,1324.839,4227.776,cps-1
0,40,12,0,0,1,0,25243.55,25564.67,cps-1
0,34,16,0,0,0,0,25243.55,25564.67,cps-1
0,41,18,0,0,0,0,22765.74,25564.67,cps-1
0,36,14,0,0,0,0,0,2841.668,cps-1
0,37,16,0,0,1,0,24864,23231.34,cps-1
0,16,10,0,0,0,1,821.7581,10639.63,cps-1
0,36,16,0,0,1,0,22284.15,25269.12,cps-1
0,39,18,0,1,1,0,1962.194,635.4224,cps-1
0,23,12,0,0,1,0,11051.66,18338.59,cps-1
0,24,16,0,0,1,0,16725.19,25564.67,cps-1
0,33,12,0,0,1,0,25243.55,17316,cps-1
0,42,15,0,0,1,0,25243.55,1259.023,cps-1
0,54,12,0,0,1,0,0,0,cps-1
0,22,16,0,0,1,0,9936.29,23458.91,cps-1
0,35,17,0,0,1,0,0,12476.45,cps-1
0,20,14,0,0,1,0,18610.4,25564.67,cps-1
0,29,13,0,0,0,0,20685.39,22208.75,cps-1
0,31,12,0,0,0,0,25243.55,18793.73,cps-1
0,37,12,0,0,0,0,23517.68,25564.67,cps-1
0,26,12,0,0,0,0,10688.23,22560.45,cps-1
0,41,14,0,0,0,0,9533.468,0,cps-1
0,32,16,0,0,1,0,25243.55,0,cps-1
0,20,13,0,0,0,0,4746.145,846.7373,cps-1
0,26,16,0,0,1,0,25243.55,25564.67,cps-1
0,21,12,0,0,0,0,14993.95,21809.77,cps-1
0,28,12,0,0,0,0,13033.55,23046.62,cps-1
0,24,10,0,1,1,1,18259.5,16982.03,cps-1
0,39,12,0,1,1,0,25243.55,25564.67,cps-1
0,16,10,0,0,0,1,91.30645,6105.966,cps-1
0,27,10,0,0,1,1,21521.47,23259.42,cps-1
0,24,6,0,1,1,1,16615.98,19149.86,cps-1
0,23,13,0,0,1,0,4984.258,0,cps-1
0,30,14,0,0,1,0,11599.5,15083.16,cps-1
0,32,2,0,1,1,1,13212.58,12019.83,cps-1
0,20,13,0,1,0,0,6837.242,25564.67,cps-1
0,21,13,0,1,0,0,10127.85,14137.41,cps-1
0,21,14,0,1,1,0,6706.548,15780.64,cps-1
0,22,12,0,1,1,0,4563.532,25564.67,cps-1
0,30,16,0,0,0,0,25243.55,25564.67,cps-1
0,24,12,0,0,1,0,14641.26,23779.58,cps-1
0,53,13,0,0,1,0,25243.55,24995.75,cps-1
0,36,17,0,0,0,0,3073.984,2914.077,cps-1
0,21,12,0,0,0,0,6654.629,0,cps-1
0,38,2,0,1,0,1,16272.24,21200.94,cps-1
0,26,12,0,1,1,0,0,0,cps-1
0,19,11,0,1,0,1,0,13583.26,cps-1
0,21,14,1,0,0,0,0,25564.67,cps-1
0,20,14,0,0,0,0,4824.919,5473.499,cps-1
0,50,12,0,0,1,0,25243.55,25168.64,cps-1
0,55,11,1,0,1,1,0,0,cps-1
0,53,9,1,0,1,1,25152.24,25514.43,cps-1
0,42,12,0,0,1,0,18798.39,18331.2,cps-1
0,26,12,0,0,0,0,13891.11,10527.32,cps-1
0,34,15,1,0,0,0,15104.95,13448.79,cps-1
0,51,12,0,0,1,0,4309.306,11668.13,cps-1
0,22,10,0,0,0,1,9447.532,25564.67,cps-1
0,32,13,0,0,1,0,25243.55,25564.67,cps-1
0,25,14,0,0,0,0,17536.21,15273.78,cps-1
0,26,12,0,1,0,0,5109.581,4181.966,cps-1
0,51,8,0,1,1,1,13570.65,12915.33,cps-1
0,16,10,0,1,0,1,1287.242,8123.063,cps-1
0,32,3,0,1,1,1,10826.08,15131.92,cps-1
0,52,5,0,1,1,1,17729.56,15662.42,cps-1
0,30,12,0,1,1,0,0,13494.6,cps-1
0,18,11,0,1,0,1,0,6527.118,cps-1
0,46,3,0,1,1,1,8267.71,8321.078,cps-1
0,19,4,0,1,0,1,11767.79,3907.109,cps-1
0,28,16,0,0,0,0,21251.13,8640.267,cps-1
0,24,12,0,0,1,0,13615.4,24927.77,cps-1
0,38,8,0,0,1,1,25243.55,25564.67,cps-1
0,16,9,0,0,0,1,0,7078.31,cps-1
0,38,12,0,0,1,0,18798.39,22898.85,cps-1
0,21,12,0,0,0,0,12442.74,15006.31,cps-1
0,26,16,0,0,1,0,25243.55,25564.67,cps-1
0,28,13,0,0,1,0,25243.55,0,cps-1
0,54,11,0,0,1,1,25243.55,24271.66,cps-1
0,45,10,0,0,0,1,23274.19,21131.49,cps-1
0,35,12,0,0,1,0,25243.55,25564.67,cps-1
0,54,5,0,1,1,1,17717.03,17330.78,cps-1
0,19,12,0,1,0,0,4525.935,15465.89,cps-1
0,35,8,0,0,1,1,25243.55,21849.67,cps-1
0,35,17,0,0,1,0,24459.39,20009.9,cps-1
0,34,15,0,0,1,0,17258.71,14889.57,cps-1
0,22,16,0,0,0,0,7843.403,15261.96,cps-1
0,22,12,0,0,1,0,17572.02,21363.49,cps-1
0,26,14,0,0,1,0,12158.08,24431.25,cps-1
0,41,14,0,0,1,0,25241.76,19466.09,cps-1
0,29,18,0,0,1,0,21618.15,23435.27,cps-1
0,52,13,0,0,1,0,25243.55,25564.67,cps-1
0,41,10,0,0,1,1,19023.97,25564.67,cps-1
0,28,12,0,0,1,0,13819.5,25111.01,cps-1
0,32,17,0,0,1,0,20615.56,24252.45,cps-1
0,16,9,0,1,1,1,0,6821.186,cps-1
0,46,0,0,1,1,1,14881.16,5964.104,cps-1
0,18,12,0,0,0,0,1124.323,21786.12,cps-1
0,26,10,0,1,1,1,11463.44,14056.14,cps-1
0,38,6,0,1,1,1,11348.85,5995.137,cps-1
0,45,8,0,0,1,1,10527.1,23562.35,cps-1
0,17,11,0,0,0,1,3509.032,2888.955,cps-1
0,25,12,0,1,1,0,17423.42,17261.32,cps-1
0,42,14,0,0,1,0,25243.55,25564.67,cps-1
0,23,12,0,1,0,0,2918.226,8053.61,cps-1
0,19,12,0,1,0,0,3784.742,12149.87,cps-1
0,17,11,0,1,0,1,1475.226,8121.585,cps-1
0,39,12,0,0,0,0,17795.81,21490.58,cps-1
0,25,12,0,0,0,0,0,0,cps-1
0,36,16,0,0,1,0,23021.76,20441.39,cps-1
0,44,12,0,1,1,0,0,0,cps-1
0,48,12,0,0,1,0,20243.18,23037.76,cps-1
0,26,14,0,0,1,0,6258.968,18841.01,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,19,10,0,0,0,1,5209.839,21763.96,cps-1
0,36,12,0,0,1,0,0,0,cps-1
0,49,12,0,0,1,0,17455.65,16354,cps-1
0,21,14,0,0,0,0,1980.097,13779.8,cps-1
0,54,17,0,0,1,0,11483.13,14292.57,cps-1
0,21,12,0,0,0,0,0,0,cps-1
0,18,12,0,0,0,0,10577.23,17747.5,cps-1
0,28,14,0,0,1,0,0,1779.183,cps-1
0,50,12,0,0,1,0,18605.03,25564.67,cps-1
0,24,12,0,0,0,0,2404.403,8294.479,cps-1
0,39,14,0,0,1,0,25243.55,25564.67,cps-1
0,16,9,0,0,0,1,597.9677,2878.611,cps-1
0,37,11,0,0,1,1,15935.66,25564.67,cps-1
0,17,11,0,0,0,1,6165.871,4412.492,cps-1
0,23,10,0,0,0,1,1303.355,2232.845,cps-1
0,21,12,0,0,1,0,13606.45,20318.74,cps-1
0,40,12,0,0,1,0,25243.55,25564.67,cps-1
0,23,11,0,1,1,1,469.0645,4776.012,cps-1
0,35,14,0,0,1,0,16823.66,12059.73,cps-1
0,42,8,0,1,1,1,2638.935,25564.67,cps-1
0,23,16,0,0,0,0,7342.113,17765.23,cps-1
0,25,16,0,0,0,0,8258.758,14325.08,cps-1
0,22,14,0,0,0,0,8190.726,16142.69,cps-1
0,23,16,0,0,1,0,9535.258,19671.5,cps-1
0,17,11,0,0,0,1,5669.952,1579.69,cps-1
0,53,12,0,1,1,0,14637.68,21533.43,cps-1
0,51,12,0,0,1,0,21127.6,21313.25,cps-1
0,16,9,0,0,0,1,680.3226,0,cps-1
0,46,2,0,1,1,1,25243.55,24602.67,cps-1
0,48,8,0,0,1,1,25243.55,25121.35,cps-1
0,19,13,0,0,0,0,4153.548,6250.783,cps-1
0,24,12,0,0,1,0,2015.903,4292.796,cps-1
0,18,11,0,0,0,1,0,7722.599,cps-1
0,31,17,0,0,1,0,10.74194,0,cps-1
0,26,12,0,0,1,0,9993.581,25564.67,cps-1
0,49,8,0,0,1,1,11968.31,25564.67,cps-1
0,16,9,0,0,0,1,4579.645,0,cps-1
0,51,12,0,0,1,0,25243.55,215.7481,cps-1
0,34,10,0,0,1,1,2454.532,17839.12,cps-1
0,33,12,0,0,1,0,20946.77,25564.67,cps-1
0,28,16,0,0,1,0,25243.55,25564.67,cps-1
0,47,12,0,0,1,0,20590.5,25564.67,cps-1
0,34,16,0,0,1,0,16034.13,19637.51,cps-1
0,35,12,0,0,1,0,23845.31,25564.67,cps-1
0,50,9,0,0,1,1,21279.77,25564.67,cps-1
0,36,13,0,0,1,0,25243.55,25564.67,cps-1
0,47,12,0,0,1,0,22285.94,25564.67,cps-1
0,52,13,0,0,1,0,16687.6,25564.67,cps-1
0,52,12,0,0,1,0,24067.31,25406.55,cps-1
0,39,12,0,0,1,0,8665.161,7557.094,cps-1
0,18,12,0,0,0,0,5551.79,2849.057,cps-1
0,51,15,0,0,1,0,19817.08,21729.97,cps-1
0,40,12,0,1,1,0,20230.65,10552.45,cps-1
0,38,9,0,0,1,1,25243.55,25564.67,cps-1
0,18,9,0,1,0,1,662.4194,1155.582,cps-1
0,42,6,0,1,1,1,0,13705.91,cps-1
0,16,8,0,0,0,1,0,4382.937,cps-1
0,18,12,0,0,0,0,660.629,0,cps-1
0,25,12,0,0,0,0,10920.97,10688.4,cps-1
0,26,14,0,0,1,0,19577.18,25564.67,cps-1
0,27,13,0,0,1,0,12850.94,25564.67,cps-1
0,51,8,0,0,1,1,15081.68,24203.68,cps-1
0,55,14,0,0,1,0,0,0,cps-1
0,51,12,0,0,1,0,22149.87,25564.67,cps-1
0,25,16,0,0,0,0,14021.81,25564.67,cps-1
0,50,12,0,0,1,0,24509.52,25564.67,cps-1
0,39,16,0,0,1,0,25243.55,25564.67,cps-1
0,23,13,0,0,0,0,1394.661,4975.505,cps-1
0,30,12,0,0,1,0,19840.35,22123.04,cps-1
0,42,12,0,0,1,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,7086.097,20627.59,cps-1
0,22,15,0,0,0,0,7222.161,0,cps-1
0,52,12,0,0,1,0,16361.76,19435.06,cps-1
0,30,9,0,0,1,1,21184.89,7424.098,cps-1
0,31,13,0,0,1,0,3944.081,0,cps-1
0,28,12,0,1,0,0,4892.952,19820.75,cps-1
0,26,8,0,1,0,1,5872.258,11136.15,cps-1
0,28,12,0,0,1,0,21306.63,22615.13,cps-1
0,46,9,0,0,1,1,17711.66,18347.45,cps-1
0,46,5,1,0,1,1,16512.15,4074.092,cps-1
0,22,12,1,0,0,0,17802.97,8403.831,cps-1
0,16,10,0,0,0,1,2289.823,8836.805,cps-1
0,36,11,0,0,1,1,22319.95,24710.54,cps-1
0,43,2,0,0,1,1,14501.61,25564.67,cps-1
0,31,12,0,0,0,0,14088.05,20754.67,cps-1
0,49,12,0,1,1,0,12455.27,0,cps-1
0,37,12,0,0,1,0,25243.55,25564.67,cps-1
0,31,12,0,0,1,0,10140.39,2899.3,cps-1
0,52,8,0,0,1,1,16558.69,20568.48,cps-1
0,24,18,0,0,0,0,0,25564.67,cps-1
0,30,14,0,0,1,0,18080.47,19746.86,cps-1
0,20,12,0,0,1,0,15083.47,12404.04,cps-1
0,48,10,0,0,1,1,17378.66,17583.47,cps-1
0,31,8,0,0,1,1,13414.89,13352.74,cps-1
0,30,14,0,0,1,0,15434.37,16998.29,cps-1
0,54,9,0,0,1,1,25243.55,0,cps-1
0,19,12,0,0,0,0,483.3871,5334.593,cps-1
0,34,0,0,0,1,1,6516.774,7332.479,cps-1
0,24,8,0,0,1,1,5469.435,4508.544,cps-1
0,25,13,1,0,1,0,21118.65,3505.167,cps-1
0,43,12,0,0,1,0,5265.339,11558.78,cps-1
0,42,12,0,0,1,0,17278.4,25564.67,cps-1
0,47,8,0,0,0,1,1317.677,15520.56,cps-1
0,28,14,0,0,1,0,0,441.8402,cps-1
0,43,18,0,0,1,0,17677.65,917.6682,cps-1
0,31,12,0,0,1,0,14659.16,21001.45,cps-1
0,26,14,0,0,1,0,19933.45,25564.67,cps-1
0,38,10,1,0,1,1,10994.37,888.1137,cps-1
0,20,11,1,0,0,1,3480.387,5495.665,cps-1
0,18,8,1,0,0,1,2846.613,0,cps-1
0,54,8,0,0,1,1,21122.23,25564.67,cps-1
0,27,12,0,0,0,0,1867.306,0,cps-1
0,38,9,0,0,1,1,25243.55,18044.52,cps-1
0,24,14,0,0,1,0,7564.113,2583.066,cps-1
0,39,11,0,0,0,1,9751.887,25029.73,cps-1
0,47,3,0,0,1,1,5911.645,6145.865,cps-1
0,19,9,0,0,0,1,676.7419,5647.871,cps-1
0,27,12,0,0,1,0,19860.05,10895.28,cps-1
0,28,13,1,0,1,0,13989.58,13250.77,cps-1
0,52,12,0,0,1,0,17491.45,17908.57,cps-1
0,36,14,0,0,0,0,25243.55,25564.67,cps-1
0,33,11,0,0,1,1,23628.68,20151.76,cps-1
0,37,12,0,0,1,0,23567.81,24836.15,cps-1
0,32,12,0,0,1,0,12159.87,21081.25,cps-1
0,20,12,0,0,1,0,16766.37,13373.43,cps-1
0,28,16,0,0,0,0,12344.27,25564.67,cps-1
0,18,10,1,0,0,1,3836.661,8180.694,cps-1
0,18,10,1,0,0,1,4273.5,0,cps-1
0,27,12,1,0,0,0,5336.952,10313.05,cps-1
0,52,12,0,0,0,0,0,0,cps-1
0,54,12,0,0,1,0,16540.79,15053.6,cps-1
0,21,14,0,0,0,0,2980.887,15219.11,cps-1
0,42,10,0,0,1,1,0,3698.75,cps-1
0,25,12,0,0,1,0,1541.468,3084.015,cps-1
0,17,10,1,0,0,1,0,0,cps-1
0,49,12,0,0,1,0,7762.839,1024.065,cps-1
0,38,3,1,0,0,1,7814.758,0,cps-1
0,33,12,0,0,0,0,25243.55,15811.67,cps-1
0,22,12,0,0,1,0,469.0645,14289.62,cps-1
0,42,18,0,0,1,0,0,0,cps-1
0,52,12,0,0,1,0,16610.61,19392.21,cps-1
0,53,12,0,0,1,0,10167.24,7128.553,cps-1
0,42,8,0,0,1,1,18955.94,10960.3,cps-1
0,36,12,0,0,1,0,23558.85,23178.14,cps-1
0,36,16,0,0,1,0,16911.39,19290.24,cps-1
0,28,12,0,0,1,0,12292.35,14969.37,cps-1
0,29,12,0,0,1,0,6212.419,5563.641,cps-1
0,28,14,0,0,1,0,22842.73,25564.67,cps-1
0,54,12,0,0,1,0,25243.55,25564.67,cps-1
0,21,13,0,0,0,0,0,0,cps-1
0,32,12,0,0,1,0,19913.76,21987.09,cps-1
0,43,15,0,0,1,0,3260.177,0,cps-1
0,18,12,0,0,0,0,1007.952,21033.96,cps-1
0,42,12,0,0,1,0,25243.55,25564.67,cps-1
0,53,12,0,0,1,0,14752.26,14036.92,cps-1
0,23,12,0,0,1,0,0,25564.67,cps-1
0,53,10,0,0,0,1,22527.63,25564.67,cps-1
0,55,10,0,0,1,1,7426.258,0,cps-1
0,33,3,0,1,1,1,12084.68,19470.53,cps-1
0,25,12,0,0,1,0,12449.9,7542.316,cps-1
0,28,12,1,0,0,0,12308.47,12061.2,cps-1
0,23,12,0,0,0,0,18114.48,21834.89,cps-1
0,41,12,0,0,1,0,19211.95,25564.67,cps-1
0,19,11,0,0,0,1,6695.806,3289.419,cps-1
0,41,12,0,0,1,0,16306.26,19615.34,cps-1
0,27,11,0,0,1,1,23601.82,10632.24,cps-1
0,33,9,0,0,1,1,18875.37,21885.13,cps-1
0,45,12,0,0,0,0,15199.84,15779.16,cps-1
0,26,16,0,0,1,0,13468.6,25564.67,cps-1
0,24,12,0,0,0,0,15527.47,15913.64,cps-1
0,51,11,0,0,1,1,22932.24,21109.32,cps-1
0,18,12,0,0,0,0,3854.565,8284.135,cps-1
0,43,12,0,0,1,0,18291.73,12013.92,cps-1
0,17,11,0,0,0,1,4724.661,12073.03,cps-1
0,29,12,0,0,1,0,14741.52,13923.14,cps-1
0,35,17,0,0,1,0,21569.81,25564.67,cps-1
0,37,16,0,0,0,0,25243.55,25564.67,cps-1
0,23,9,0,1,1,1,11746.31,7690.089,cps-1
0,50,6,1,0,0,1,13522.31,21172.87,cps-1
0,45,12,0,0,0,0,3330,11577.99,cps-1
0,39,12,0,0,1,0,25243.55,23380.59,cps-1
0,24,12,0,0,1,0,13695.97,12013.92,cps-1
0,49,12,0,0,1,0,22262.66,16153.03,cps-1
0,33,12,0,0,1,0,24391.35,15950.58,cps-1
0,49,16,0,0,0,0,18619.35,8921.035,cps-1
0,21,14,0,0,1,0,25243.55,25564.67,cps-1
0,54,12,0,0,1,0,19571.81,0,cps-1
0,18,12,0,0,0,0,6402.194,11863.19,cps-1
0,32,9,0,0,1,1,25243.55,25564.67,cps-1
0,43,16,0,0,1,0,25243.55,25564.67,cps-1
0,32,16,0,0,1,0,0,0,cps-1
0,38,12,0,0,1,0,20757,25564.67,cps-1
0,22,11,0,0,1,1,585.4355,13736.95,cps-1
0,38,8,0,0,1,1,17235.44,17499.24,cps-1
0,16,10,0,0,0,1,379.5484,2439.727,cps-1
0,37,12,0,0,0,0,25243.55,25564.67,cps-1
0,38,18,0,0,0,0,7402.984,25564.67,cps-1
0,28,17,0,0,0,0,5933.129,17701.69,cps-1
0,53,12,1,0,1,0,25243.55,23998.28,cps-1
0,26,18,0,0,1,0,22987.74,17543.57,cps-1
0,30,16,0,0,0,0,4468.645,15538.29,cps-1
0,34,12,0,0,1,0,4019.274,25564.67,cps-1
0,54,10,0,0,1,1,0,0,cps-1
0,28,12,0,0,1,0,18443.9,19458.7,cps-1
0,22,12,0,0,1,0,14857.89,24113.54,cps-1
0,55,9,0,0,1,1,25243.55,14336.9,cps-1
0,49,8,0,0,0,1,12424.84,0,cps-1
0,47,12,0,0,1,0,9757.258,14896.96,cps-1
0,53,12,0,0,1,0,0,0,cps-1
0,21,14,0,0,0,0,6044.129,14370.89,cps-1
0,51,10,0,0,1,1,16823.66,25564.67,cps-1
0,51,12,0,0,1,0,25243.55,25564.67,cps-1
0,22,16,0,0,0,0,5908.065,0,cps-1
0,35,11,1,0,1,1,18793.02,0,cps-1
0,37,12,1,0,1,0,0,0,cps-1
0,36,7,1,0,1,1,10412.52,17089.91,cps-1
0,34,12,0,0,1,0,20108.9,22913.63,cps-1
0,52,12,1,0,1,0,0,0,cps-1
0,40,16,0,0,1,0,25243.55,25564.67,cps-1
0,31,14,0,1,1,0,11248.6,19760.16,cps-1
0,35,16,0,0,1,0,21824.03,25564.67,cps-1
0,48,11,0,0,1,1,0,0,cps-1
0,55,9,0,0,1,1,25243.55,21648.69,cps-1
0,35,16,0,0,1,0,0,0,cps-1
0,30,12,0,0,1,0,18347.23,25564.67,cps-1
0,30,16,0,0,1,0,11467.02,24933.68,cps-1
0,31,14,0,0,1,0,25243.55,25564.67,cps-1
0,33,12,0,0,1,0,25243.55,21403.39,cps-1
0,28,13,0,0,1,0,24180.1,25564.67,cps-1
0,37,12,0,0,1,0,25243.55,25564.67,cps-1
0,33,12,0,0,1,0,21723.77,25564.67,cps-1
0,22,11,0,0,1,1,4463.274,10642.59,cps-1
0,26,12,0,0,0,0,22242.97,25564.67,cps-1
0,32,18,0,0,1,0,25243.55,25564.67,cps-1
0,39,17,0,0,1,0,25243.55,24116.5,cps-1
0,51,12,0,0,1,0,23399.52,14969.37,cps-1
0,47,10,0,0,1,1,25243.55,25564.67,cps-1
0,40,12,0,0,1,0,25243.55,25564.67,cps-1
0,26,10,0,1,1,1,15844.35,14381.24,cps-1
0,41,12,0,0,1,0,22081.84,22164.42,cps-1
0,55,12,0,0,1,0,0,0,cps-1
0,19,12,0,0,1,0,18186.1,0,cps-1
0,30,17,0,0,1,0,25243.55,25564.67,cps-1
0,52,8,0,0,1,1,0,0,cps-1
0,28,12,0,0,1,0,16390.4,25564.67,cps-1
0,47,6,1,0,1,1,24987.53,25564.67,cps-1
0,40,4,0,1,1,1,14453.27,18139.09,cps-1
0,30,12,0,0,1,0,6430.839,6797.542,cps-1
0,20,12,0,0,0,0,478.0161,3451.969,cps-1
0,48,12,0,0,1,0,25243.55,25564.67,cps-1
0,28,14,0,0,1,0,0,0,cps-1
0,31,14,0,0,1,0,22171.35,21942.76,cps-1
0,53,16,0,0,1,0,25243.55,25564.67,cps-1
0,34,18,0,0,1,0,25243.55,23962.81,cps-1
0,37,12,0,0,1,0,25243.55,20317.26,cps-1
0,36,12,0,0,1,0,17020.6,25564.67,cps-1
0,21,15,0,0,0,0,4488.339,0,cps-1
0,33,17,0,0,1,0,25243.55,12226.71,cps-1
0,38,13,0,0,1,0,20139.34,17664.74,cps-1
0,35,14,0,0,1,0,21229.65,25564.67,cps-1
0,33,12,0,0,1,0,0,0,cps-1
0,41,12,0,0,1,0,25243.55,0,cps-1
0,18,11,0,0,0,1,0,25564.67,cps-1
0,20,10,0,0,1,1,134.2742,15363.92,cps-1
0,40,12,0,1,0,0,1195.935,3873.121,cps-1
0,52,11,1,0,1,1,19433.95,25564.67,cps-1
0,35,12,0,0,1,0,2187.774,1498.415,cps-1
0,35,12,0,0,0,0,22137.34,17918.91,cps-1
0,50,12,0,0,1,0,21795.39,21427.04,cps-1
0,34,8,0,0,0,1,18223.69,13258.16,cps-1
0,19,12,0,0,0,0,6282.242,382.7312,cps-1
0,30,12,0,0,1,0,10890.53,20470.95,cps-1
0,43,10,0,0,1,1,2758.887,2278.654,cps-1
0,20,12,0,0,0,0,1810.016,11910.48,cps-1
0,44,12,0,0,1,0,25243.55,25564.67,cps-1
0,54,8,0,0,0,1,18622.94,4118.424,cps-1
0,47,11,0,0,1,1,25243.55,25564.67,cps-1
0,23,15,0,0,1,0,21666.48,23209.17,cps-1
0,34,8,0,0,1,1,25243.55,25564.67,cps-1
0,34,9,0,0,1,1,0,0,cps-1
0,29,12,0,0,1,0,821.7581,0,cps-1
0,48,10,0,0,1,1,0,0,cps-1
0,19,12,0,0,0,0,834.2903,0,cps-1
0,24,13,0,0,0,0,0,0,cps-1
0,25,12,0,0,1,0,6375.339,14811.25,cps-1
0,35,14,0,0,1,0,25243.55,19695.14,cps-1
0,25,18,0,0,0,0,839.6613,20841.86,cps-1
0,42,12,0,0,1,0,25243.55,25564.67,cps-1
0,32,12,0,0,1,0,0,0,cps-1
0,49,10,0,0,1,1,0,0,cps-1
0,18,12,0,0,0,0,2646.097,1519.103,cps-1
0,40,8,0,0,1,1,4679.903,18136.14,cps-1
0,23,8,0,0,1,1,9087.677,5640.482,cps-1
0,19,10,0,0,0,1,458.3226,6590.661,cps-1
0,34,14,0,0,1,0,19988.95,25564.67,cps-1
0,38,12,0,0,1,0,25243.55,23769.23,cps-1
0,27,16,0,0,1,0,21030.92,25186.37,cps-1
0,29,12,0,0,1,0,1385.71,5743.923,cps-1
0,25,9,0,0,1,1,18794.81,20634.97,cps-1
0,48,12,0,0,1,0,22907.18,25564.67,cps-1
0,21,12,0,0,0,0,3922.597,4461.257,cps-1
0,32,12,0,0,1,0,23743.26,25564.67,cps-1
0,29,18,0,0,1,0,25243.55,25564.67,cps-1
0,25,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,16,0,0,1,0,0,542.3257,cps-1
0,24,14,0,0,1,0,17194.26,23154.5,cps-1
0,46,12,0,0,1,0,12782.9,17144.58,cps-1
0,42,9,0,0,1,1,23157.82,21273.35,cps-1
0,38,12,0,0,1,0,0,18756.78,cps-1
0,51,16,0,0,1,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,10263.92,17570.17,cps-1
0,52,8,0,0,1,1,17851.31,13794.58,cps-1
0,38,12,0,0,1,0,17983.79,22177.72,cps-1
0,25,12,0,0,1,0,18825.24,9079.152,cps-1
0,30,12,0,0,1,0,10935.29,16538.72,cps-1
0,44,12,0,0,1,0,23532,25564.67,cps-1
0,40,8,0,0,1,1,20794.6,16639.2,cps-1
0,29,12,0,0,0,0,19043.66,18405.08,cps-1
0,51,12,0,1,1,0,25243.55,25535.12,cps-1
0,29,12,0,0,0,0,11271.87,7777.275,cps-1
0,19,8,0,0,0,1,6801.435,10369.21,cps-1
0,16,8,0,0,0,1,0,11951.85,cps-1
0,50,18,0,0,1,0,25243.55,7573.349,cps-1
0,54,5,0,0,1,1,19475.13,24923.34,cps-1
0,16,9,0,0,0,1,819.9677,4111.035,cps-1
0,53,8,0,0,1,1,0,0,cps-1
0,55,8,0,0,1,1,17661.53,17870.15,cps-1
0,35,10,0,0,1,1,15432.58,8789.518,cps-1
0,31,10,0,0,1,1,24142.5,11156.84,cps-1
0,24,12,0,0,1,0,4110.581,0,cps-1
0,55,9,0,0,1,1,25243.55,25564.67,cps-1
0,50,12,0,0,1,0,24753,0,cps-1
0,44,8,0,0,1,1,17736.73,14359.07,cps-1
0,21,12,0,0,0,0,11860.89,1111.25,cps-1
0,55,6,0,0,1,1,25243.55,25564.67,cps-1
0,52,12,0,0,1,0,21992.32,666.4547,cps-1
0,38,4,0,1,1,1,6837.242,6374.912,cps-1
0,38,12,0,1,1,0,10938.87,11653.35,cps-1
0,32,12,1,0,0,0,25009.02,25564.67,cps-1
0,50,11,0,0,1,1,25243.55,25564.67,cps-1
0,46,12,0,0,1,0,16542.58,20903.92,cps-1
